"Year","Month","Hour_of_Day","Minute_of_Hour","Global_active_power (Mean)","Sub_metering_1 (Mean)","Sub_metering_2 (Mean)","Sub_metering_3 (Mean)","Sub_metering_other (Mean)"
2006,12,2,4,1.351,2.467,0.4,2.333,17.309
2006,12,2,5,1.334,2.533,0.533,2.4,16.76
2006,12,2,6,0.779,2.533,0.467,2.4,7.584
2006,12,2,7,1.01,2.467,0.333,2.333,11.698
2006,12,2,8,1.299,2.6,0.467,2.333,16.244
2006,12,2,9,1.064,2.533,0.333,2.4,12.462
2006,12,2,10,1.027,2.6,0.4,2.4,11.718
2006,12,2,11,1.186,2.533,0.533,2.467,14.236
2006,12,2,12,0.787,0.4,0.4,1.933,10.376
2006,12,2,13,0.945,0,0.467,1.2,14.08
2006,12,2,14,1.113,0,0.267,1.2,17.078
2006,12,2,15,0.938,0,0.333,1.267,14.036
2006,12,2,16,0.836,0,0.333,1.2,12.404
2006,12,2,17,0.9,0,0.4,1.2,13.4
2006,12,2,18,0.772,0,0.333,1.267,11.26
2006,12,2,19,0.976,0,0.133,1.2,14.929
2006,12,2,20,1.097,0,0.333,1.2,16.753
2006,12,2,21,0.813,0,0.133,1.2,12.216
2006,12,2,22,0.853,0,0.133,1.2,12.878
2006,12,2,23,1.233,0,0.333,1.267,18.951
2006,12,2,24,1.048,0,0.133,1.2,16.127
2006,12,2,25,0.901,0,0.133,1.2,13.68
2006,12,2,26,0.967,0,0.2,1.2,14.724
2006,12,2,27,0.863,0,0.067,1.2,13.118
2006,12,2,28,1.047,0,0.133,1.2,16.12
2006,12,2,29,1.073,0,0.133,1.2,16.547
2006,12,2,30,0.862,0,0.133,1.2,13.036
2006,12,2,31,1.087,0,0.333,1.2,16.591
2006,12,2,32,1.115,0,0.267,1.267,17.053
2006,12,2,33,0.94,0,0.4,1.2,14.064
2006,12,2,34,1.005,0,0.2,2.067,14.491
2006,12,2,35,1.158,0,0.467,2.467,16.367
2006,12,2,36,1.027,0,0.267,2.467,14.389
2006,12,2,37,1.022,0,0.333,2.467,14.24
2006,12,2,38,0.97,0,0.467,2.4,13.305
2006,12,2,39,0.933,0,0.2,2.467,12.887
2006,12,2,40,1.164,0,0.4,2.467,16.529
2006,12,2,41,1.251,0,0.267,2.467,18.122
2006,12,2,42,0.971,0,0.4,2.4,13.391
2006,12,2,43,0.909,0,0.4,2.467,12.291
2006,12,2,44,1.17,0,0.333,2.4,16.76
2006,12,2,45,1.036,0,0.4,2.467,14.4
2006,12,2,46,1.032,0,0.467,2.4,14.329
2006,12,2,47,0.914,0,0.4,2.467,12.373
2006,12,2,48,0.995,0,0.333,2.467,13.782
2006,12,2,49,1.178,0,0.4,2.467,16.771
2006,12,2,50,1.081,0,0.267,2.4,15.349
2006,12,2,51,1.003,0,0.333,2.4,13.987
2006,12,2,52,1.141,0,0.4,2.467,16.142
2006,12,2,53,1.164,0,0.267,2.4,16.736
2006,12,2,54,0.963,0,0.333,2.467,13.242
2006,12,2,55,1.081,0,0.267,2.467,15.282
2006,12,2,56,1.038,0,0.333,2.2,14.76
2006,12,2,57,0.825,0,0.2,1.267,12.275
2006,12,2,58,1.001,0,0.2,1.2,15.278
2006,12,2,59,0.939,0,0.133,1.267,14.247
2006,12,3,0,1.092,0,0.2,1.2,16.8
2006,12,3,1,1.23,0,0.333,1.2,18.971
2006,12,3,2,0.912,0,0.4,0.4,14.398
2006,12,3,3,0.755,0,0.533,0,12.056
2006,12,3,4,1.027,0,0.467,0,16.653
2006,12,3,5,1.078,0,0.467,0,17.502
2006,12,3,6,0.934,0,0.467,0,15.102
2006,12,3,7,0.889,0,0.4,0,14.416
2006,12,3,8,0.765,0,0.4,0,12.356
2006,12,3,9,0.985,0,0.133,0,16.282
2006,12,3,10,1.187,0,0.2,0,19.589
2006,12,3,11,1.017,0,0.133,0,16.809
2006,12,3,12,0.669,0,0.2,0,10.958
2006,12,3,13,0.838,0,0.133,0,13.84
2006,12,3,14,0.91,0,0.067,0,15.102
2006,12,3,15,0.995,0,0.133,0,16.447
2006,12,3,16,0.983,0,0.2,0,16.178
2006,12,3,17,0.747,0,0.267,0,12.18
2006,12,3,18,0.885,0,0.267,0,14.478
2006,12,3,19,1.008,0,0.267,0,16.531
2006,12,3,20,0.981,0,0.133,0,16.22
2006,12,3,21,0.877,0,0.267,0,14.353
2006,12,3,22,0.945,0,0.4,0,15.342
2006,12,3,23,0.842,0,0.267,0,13.76
2006,12,3,24,0.88,0,0.467,0,14.202
2006,12,3,25,0.797,0,0.333,0,12.944
2006,12,3,26,0.795,0,0.467,0,12.778
2006,12,3,27,1.027,0,0.467,0,16.656
2006,12,3,28,1.048,0,0.333,0,17.131
2006,12,3,29,0.953,0,0.467,0,15.413
2006,12,3,30,0.8,0,0.267,0,13.064
2006,12,3,31,0.845,0,0.267,0,13.811
2006,12,3,32,0.961,0,0.333,0,15.687
2006,12,3,33,1.034,0,0.333,0,16.893
2006,12,3,34,0.869,0,0.4,0,14.087
2006,12,3,35,0.705,0,0.4,0,11.358
2006,12,3,36,0.881,0,0.267,0,14.411
2006,12,3,37,0.989,0,0.267,0,16.222
2006,12,3,38,1.143,0,0.267,0,18.776
2006,12,3,39,0.994,0,0.333,0,16.24
2006,12,3,40,0.654,0,0.4,0,10.502
2006,12,3,41,0.952,0,0.333,0,15.533
2006,12,3,42,1.012,0,0.133,0,16.729
2006,12,3,43,0.931,0,0.133,0,15.389
2006,12,3,44,0.968,0,0.2,0,15.94
2006,12,3,45,0.726,0,0.2,0,11.9
2006,12,3,46,0.876,0,0.133,0,14.46
2006,12,3,47,1.178,0,0.267,0,19.364
2006,12,3,48,1.035,0,0.2,0,17.042
2006,12,3,49,0.889,0,0.067,0,14.753
2006,12,3,50,0.784,0,0.267,0,12.796
2006,12,3,51,0.781,0,0.067,0,12.949
2006,12,3,52,0.961,0,0.133,0,15.884
2006,12,3,53,1.02,0,0.333,0,16.662
2006,12,3,54,0.777,0,0.4,0,12.549
2006,12,3,55,0.871,0,0.333,0,14.182
2006,12,3,56,1.015,0,0.4,0,16.515
2006,12,3,57,0.939,0,0.333,0,15.311
2006,12,3,58,0.934,0,0.4,0,15.162
2006,12,3,59,0.884,0,0.333,0,14.393
2006,12,4,0,0.895,0,0.267,0,14.653
2006,12,4,1,0.835,0,0.333,0,13.576
2006,12,4,2,0.911,0,0.4,0,14.791
2006,12,4,3,0.813,0,0.267,0,13.28
2006,12,4,4,0.971,0,0.4,0,15.778
2006,12,4,5,1.169,0,0.267,0,19.22
2006,12,4,6,0.9,0,0.467,0,14.529
2006,12,4,7,0.747,0,0.2,0,12.242
2006,12,4,8,0.897,0,0.6,0,14.351
2006,12,4,9,0.984,0,0.4,0,15.993
2006,12,4,10,0.909,0,0.533,0,14.624
2006,12,4,11,0.947,0,0.467,0.467,14.847
2006,12,4,12,0.853,0,0.667,1.267,12.291
2006,12,4,13,0.969,0,0.4,1.2,14.549
2006,12,4,14,1.241,0,0.4,1.267,19.02
2006,12,4,15,1.071,0,0.533,1.2,16.113
2006,12,4,16,0.957,0,0.333,1.2,14.411
2006,12,4,17,1.012,0,0.4,2.4,14.065
2006,12,4,18,0.922,0,0.4,2.533,12.438
2006,12,4,19,1.064,0,0.333,2.4,14.998
2006,12,4,20,1.184,0,0.2,2.467,17.073
2006,12,4,21,1.169,0,0.333,2.467,16.691
2006,12,4,22,1.085,0,0.2,2.467,15.422
2006,12,4,23,1.032,0,0.2,2.4,14.607
2006,12,4,24,1.044,0,0.333,2.467,14.593
2006,12,4,25,1.055,0,0.2,2.467,14.911
2006,12,4,26,1.175,0,0.2,2.4,16.987
2006,12,4,27,1.122,0,0.333,2.4,15.96
2006,12,4,28,0.976,0,0.133,2.533,13.6
2006,12,4,29,1.002,0,0.333,2.4,13.971
2006,12,4,30,1.093,0,0.267,2.733,15.213
2006,12,4,31,1.297,0,0.2,4,17.424
2006,12,4,32,1.281,0,0.4,4.933,16.011
2006,12,4,33,1.165,0,0.267,4.933,14.211
2006,12,4,34,1.211,0,0.267,4.8,15.118
2006,12,4,35,1.118,0,0.267,5,13.373
2006,12,4,36,1.171,0,0.067,4.867,14.587
2006,12,4,37,1.201,0,0.2,4.867,14.944
2006,12,4,38,1.094,0,0.133,4.933,13.169
2006,12,4,39,1.279,0,0.133,4.867,16.311
2006,12,4,40,1.352,0,0.133,4.267,18.129
2006,12,4,41,1.112,0,0.267,3.667,14.6
2006,12,4,42,1.096,0,0.067,3.6,14.602
2006,12,4,43,1.079,0,0.2,3.6,14.187
2006,12,4,44,1.037,0,0.133,3.667,13.482
2006,12,4,45,1.245,0,0.333,3.6,16.822
2006,12,4,46,1.121,0,0.333,3.667,14.676
2006,12,4,47,1.047,0,0.333,3.667,13.458
2006,12,4,48,1.122,0,0.333,3.667,14.704
2006,12,4,49,1.159,0,0.333,3.6,15.384
2006,12,4,50,1.221,0,0.333,3.6,16.425
2006,12,4,51,1.243,0,0.333,3.667,16.725
2006,12,4,52,1.167,0,0.333,3.667,15.455
2006,12,4,53,1.003,0,0.4,4.533,11.776
2006,12,4,54,1.048,0,0.2,5,12.273
2006,12,4,55,1.267,0,0.4,4.8,15.913
2006,12,4,56,1.18,0,0.2,4.933,14.533
2006,12,4,57,1.435,0,0.333,4.8,18.782
2006,12,4,58,1.267,0,0.467,3.667,16.982
2006,12,4,59,0.949,0,0.533,3.6,11.682
2006,12,5,0,1.178,0,0.4,3.6,15.629
2006,12,5,1,1.257,0,0.533,3.533,16.876
2006,12,5,2,1.196,0,0.533,4.467,14.933
2006,12,5,3,1.229,0,0.533,4.867,15.082
2006,12,5,4,1.177,0,0.6,5,14.011
2006,12,5,5,1.089,0,0.467,4.8,12.884
2006,12,5,6,1.272,0,0.467,4.867,15.86
2006,12,5,7,1.479,0,0.533,4.667,19.456
2006,12,5,8,1.326,0,0.8,4.8,16.504
2006,12,5,9,1.121,0,0.467,4.733,13.484
2006,12,5,10,1.253,0,0.467,4.8,15.624
2006,12,5,11,1.106,0,0.467,4.933,13.031
2006,12,5,12,1.119,0,0.4,4.733,13.511
2006,12,5,13,1.306,0,0.333,4.8,16.638
2006,12,5,14,1.184,0,0.4,4.8,14.529
2006,12,5,15,1.122,0,0.533,4.2,13.964
2006,12,5,16,1.301,0,0.267,3.867,17.553
2006,12,5,17,1.171,0,0.4,3.733,15.389
2006,12,5,18,1.086,0,0.267,3.6,14.227
2006,12,5,19,1.134,0,0.467,3.667,14.762
2006,12,5,20,1.113,0,0.467,3.667,14.411
2006,12,5,21,1.111,0,0.2,3.533,14.785
2006,12,5,22,1.23,0,0.133,3.667,16.7
2006,12,5,23,1.017,0,0.267,3.333,13.344
2006,12,5,24,0.861,0,0.2,2.467,11.684
2006,12,5,25,1.157,0,0.067,2.4,16.816
2006,12,5,26,1.205,0,0.267,2.467,17.356
2006,12,5,27,1.109,0,0.133,2.467,15.887
2006,12,5,28,1.051,0,0.067,2.4,15.056
2006,12,5,29,0.868,0,0.067,2.467,11.936
2006,12,5,30,0.894,0,0.2,2.4,12.302
2006,12,5,31,1.068,0,0.133,2,15.667
2006,12,5,32,0.944,0,0.133,1.2,14.398
2006,12,5,33,1.056,0,0.133,1.267,16.196
2006,12,5,34,0.96,0,0,1.267,14.74
2006,12,5,35,0.872,0,0,1.2,13.333
2006,12,5,36,1.123,0,0.067,1.2,17.442
2006,12,5,37,0.991,0,0.067,1.267,15.187
2006,12,5,38,1.029,0,0.067,1.2,15.884
2006,12,5,39,0.971,0,0.133,1.267,14.78
2006,12,5,40,0.696,0,0.067,1.2,10.327
2006,12,5,41,1.02,0,0.067,1.267,15.671
2006,12,5,42,1.085,0,0.2,1.2,16.678
2006,12,5,43,1.067,0,0.2,1.267,16.311
2006,12,5,44,1.115,0,0.467,1.2,16.918
2006,12,5,45,0.902,0,0.333,1.267,13.438
2006,12,5,46,0.974,0,0.267,1.2,14.767
2006,12,5,47,1.087,0,0.333,1.267,16.522
2006,12,5,48,0.874,0,0.267,0.4,13.898
2006,12,5,49,0.761,0,0.4,0,12.282
2006,12,5,50,0.882,0,0.267,0,14.431
2006,12,5,51,0.899,0,0.467,0,14.52
2006,12,5,52,1.017,0,0.267,0,16.689
2006,12,5,53,0.918,0,0.267,0,15.031
2006,12,5,54,0.949,0,0.333,0,15.478
2006,12,5,55,1.036,0,0.267,0,17.002
2006,12,5,56,0.879,0,0.267,0,14.378
2006,12,5,57,0.851,0,0.467,0,13.722
2006,12,5,58,0.818,0,0.2,0,13.429
2006,12,5,59,0.902,0,0.333,0,14.698
2006,12,6,0,0.987,0,0.333,0,16.12
2006,12,6,1,0.792,0,0.2,0,13
2006,12,6,2,0.941,0,0.333,0,15.351
2006,12,6,3,1.075,0,0.2,0,17.711
2006,12,6,4,0.804,0,0.333,0,13.073
2006,12,6,5,0.875,0,0.2,0,14.382
2006,12,6,6,0.785,0,0.133,0,12.942
2006,12,6,7,0.821,0,0.2,0,13.491
2006,12,6,8,0.93,0,0.2,0,15.293
2006,12,6,9,0.747,0,0.133,0,12.309
2006,12,6,10,0.916,0,0.067,0,15.207
2006,12,6,11,0.897,0,0.133,0,14.818
2006,12,6,12,0.995,0,0.133,0,16.442
2006,12,6,13,0.971,0,0.2,0,15.984
2006,12,6,14,0.855,0,0.2,0,14.055
2006,12,6,15,0.845,0,0.067,0,14.018
2006,12,6,16,1.002,0,0.133,0,16.565
2006,12,6,17,1.039,0,0.133,0,17.182
2006,12,6,18,1.17,0,0.267,0,19.233
2006,12,6,19,1.103,0,0.267,0,18.115
2006,12,6,20,0.868,0,0.267,0,14.204
2006,12,6,21,0.932,0,0.2,0,15.331
2006,12,6,22,1.049,0,0.2,0,17.282
2006,12,6,23,1.186,0,0.267,0,19.5
2006,12,6,24,1.23,0,0.4,0.467,19.638
2006,12,6,25,1.088,0,0.2,1.333,16.595
2006,12,6,26,1.177,0,0.4,1.267,17.951
2006,12,6,27,1.163,0,0.4,1.2,17.789
2006,12,6,28,1.102,0,0.2,1.267,16.9
2006,12,6,29,1.34,0,0.267,1.267,20.793
2006,12,6,30,1.166,0,0.133,1.2,18.105
2006,12,6,31,1.092,0,0.333,1.267,16.596
2006,12,6,32,1.167,0,0.267,1.267,17.913
2006,12,6,33,1.119,0,0.2,1.2,17.258
2006,12,6,34,1.089,0,0.2,1.267,16.684
2006,12,6,35,1.137,0,0.2,1.2,17.558
2006,12,6,36,0.978,0,0.2,1.267,14.831
2006,12,6,37,1.099,0,0.133,1.2,16.984
2006,12,6,38,1.249,0,0.267,1.267,19.291
2006,12,6,39,1.122,0,0.267,1.2,17.24
2006,12,6,40,1.104,0,0.267,1.267,16.86
2006,12,6,41,1.078,0,0.267,1.2,16.498
2006,12,6,42,1.02,0,0.267,1.267,15.473
2006,12,6,43,1.188,0,0.4,1.2,18.2
2006,12,6,44,1.21,0,0.133,1.267,18.76
2006,12,6,45,1.033,0,0.2,1.267,15.756
2006,12,6,46,0.977,0,0.2,1.2,14.887
2006,12,6,47,1.352,0,0.133,1.267,21.131
2006,12,6,48,1.681,0,0.133,1.267,26.611
2006,12,6,49,1.484,0,0.2,1.2,23.333
2006,12,6,50,1.437,0,0.267,1.267,22.42
2006,12,6,51,1.139,0,0.2,1.2,17.589
2006,12,6,52,1.249,0,0.133,1.267,19.422
2006,12,6,53,1.375,0,0.267,1.267,21.391
2006,12,6,54,1.274,0,0.133,1.2,19.9
2006,12,6,55,1.186,0,0.267,1.2,18.298
2006,12,6,56,1.227,0,0.2,0,20.244
2006,12,6,57,1.157,0,0.267,0,19.013
2006,12,6,58,1.443,0,0.267,0,23.789
2006,12,6,59,1.799,0,0.267,0,29.711
2006,12,7,0,1.471,0,0.333,0,24.175
2006,12,7,1,1.225,0,0.267,0,20.149
2006,12,7,2,1.455,0,0.267,0,23.989
2006,12,7,3,1.603,0,0.4,0,26.311
2006,12,7,4,1.441,0,0.4,0,23.611
2006,12,7,5,1.365,0,0.267,0,22.48
2006,12,7,6,1.224,0,0.267,0,20.14
2006,12,7,7,1.258,0,0.267,0,20.698
2006,12,7,8,1.869,0,0.267,0,30.882
2006,12,7,9,2.063,0,0.333,0,34.042
2006,12,7,10,1.756,0,0.333,0,28.933
2006,12,7,11,1.539,0,0.2,0,25.451
2006,12,7,12,1.322,0,0.267,0,21.76
2006,12,7,13,1.538,0,0.267,0,25.373
2006,12,7,14,1.689,0,0.4,0,27.742
2006,12,7,15,1.944,0,0.333,0,32.069
2006,12,7,16,1.902,0,0.2,0,31.504
2006,12,7,17,1.714,0,0.333,0,28.24
2006,12,7,18,1.801,0,0.333,0,29.687
2006,12,7,19,1.952,0,0.4,1,31.138
2006,12,7,20,1.951,0,0.333,1.2,30.984
2006,12,7,21,1.711,0,0.267,1.733,26.509
2006,12,7,22,1.799,0,0.333,2.867,26.775
2006,12,7,23,1.946,0,0.2,3.6,28.636
2006,12,7,24,1.874,0,0.333,3.533,27.364
2006,12,7,25,1.768,0,0.2,3.533,25.733
2006,12,7,26,1.822,0,0.267,3.467,26.631
2006,12,7,27,1.735,0,0.333,3.6,24.987
2006,12,7,28,1.783,0,0.267,3.467,25.976
2006,12,7,29,1.887,0,0.2,3.467,27.784
2006,12,7,30,1.875,0,0.4,3.533,27.324
2006,12,7,31,1.906,0,0.2,3.467,28.107
2006,12,7,32,1.874,0,0.333,3.467,27.44
2006,12,7,33,1.788,0,0.267,3.467,26.071
2006,12,7,34,1.893,0,0.333,4.133,27.084
2006,12,7,35,2.116,0,0.4,4.733,30.129
2006,12,7,36,2.259,0,0.333,4.733,32.589
2006,12,7,37,2.284,0,0.333,4.667,33.062
2006,12,7,38,2.251,0,0.4,4.733,32.391
2006,12,7,39,2.165,0,0.2,4.667,31.213
2006,12,7,40,2.072,0,0.333,4.667,29.531
2006,12,7,41,2.225,0,0.2,4.667,32.211
2006,12,7,42,2.173,0,0.2,4.667,31.342
2006,12,7,43,1.964,0,0.133,4.933,27.671
2006,12,7,44,2.299,0,0.133,6.667,31.513
2006,12,7,45,2.463,0,0.333,7.067,33.642
2006,12,7,46,2.24,0,0.133,7.067,30.129
2006,12,7,47,2.255,0,0.133,8.133,29.313
2006,12,7,48,2.406,0,0.2,9.467,30.431
2006,12,7,49,2.445,0,0.133,9.333,31.278
2006,12,7,50,2.483,0,0.2,9.467,31.709
2006,12,7,51,2.479,0,0.267,9.467,31.58
2006,12,7,52,2.413,0,0.067,10.533,29.62
2006,12,7,53,2.471,0,0.133,11.333,29.716
2006,12,7,54,2.876,0,0.2,11.667,36.071
2006,12,7,55,3.062,0,0.133,11.733,39.169
2006,12,7,56,3.019,0.067,0.2,11.533,38.511
2006,12,7,57,3.109,0.067,0.2,11.733,39.815
2006,12,7,58,2.92,0.133,0.267,11.533,36.731
2006,12,7,59,2.819,0.067,0.067,12.867,33.987
2006,12,8,0,2.941,0.067,0.133,12.933,35.891
2006,12,8,1,3.046,0.067,1.933,12.733,36.033
2006,12,8,2,3.071,0.067,2.6,12.733,35.78
2006,12,8,3,3.177,0.133,2.667,12.733,37.413
2006,12,8,4,3.214,0.067,2.867,12.667,37.969
2006,12,8,5,3.171,0.067,3.267,12.867,36.644
2006,12,8,6,3.328,0.067,5.333,12.733,37.333
2006,12,8,7,3.39,0.067,5.267,12.733,38.433
2006,12,8,8,3.282,1.8,5.4,12.8,34.704
2006,12,8,9,3.326,2.6,5.4,12.533,34.904
2006,12,8,10,3.35,2.6,5.4,12.8,35.031
2006,12,8,11,3.181,2.6,5.2,12.467,32.756
2006,12,8,12,3.166,2.6,5.333,11.533,33.293
2006,12,8,13,3.148,2.667,5.533,11.6,32.669
2006,12,8,14,3.135,2.6,5.333,11.667,32.658
2006,12,8,15,2.945,2.667,4.067,11.533,30.822
2006,12,8,16,2.899,2.667,2.933,11.733,30.982
2006,12,8,17,2.64,2.733,2.8,11.667,26.798
2006,12,8,18,2.294,2.6,0.6,11.733,23.3
2006,12,8,19,2.284,2.6,0.533,11.667,23.262
2006,12,8,20,2.396,2.733,1,11.733,24.46
2006,12,8,21,2.377,2.533,0.467,11.6,25.018
2006,12,8,22,2.524,2.733,0.533,11.667,27.129
2006,12,8,23,2.623,2.733,0.533,11.667,28.787
2006,12,8,24,2.531,2.667,0.467,11.8,27.244
2006,12,8,25,2.487,3.333,0.467,11.8,25.847
2006,12,8,26,2.791,5.2,0.533,11.667,29.109
2006,12,8,27,2.753,5.333,0.467,11.733,28.344
2006,12,8,28,2.42,5.2,0.133,11.867,23.136
2006,12,8,29,2.582,5.267,0.267,12.733,24.773
2006,12,8,30,2.638,5.133,0.2,12.6,26.031
2006,12,8,31,2.378,5.2,0.333,11.933,22.162
2006,12,8,32,2.464,5.2,0.333,11.533,23.995
